Customer;Customer Plant;Vehicle Name;Sub Family;Customer PN;Spare or Original;Engine Nr;Production Date;Inservice Date;Repair Date;Customer Recording Date;Upload Date;KMS;Repair Country;Climate;Technical Factor;Total Warranty Cost €;Labor cost €;Material cost €;MIS;KM/Year
Make D;Site RO;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2023-03-16;2023-04-09;2023-08-07;2023-08-11;2023-09-27;20894;BR;Tropical;1;117,3898076;20,53110083;96,85870673;4;63553
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2021-09-10;2021-11-06;2023-10-27;2023-11-20;2023-11-28;27508;CO;Tropical;1;748,4392399;20,76409108;727,6751488;24;13945
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2022-12-09;2022-11-25;2024-01-19;2024-02-02;2024-02-22;47132;BR;Tropical;1;138,356064;41,7935196;96,5625444;14;40960
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-11-26;2021-11-12;2023-06-05;2023-06-07;2023-06-25;10637;BR;Tropical;1;133,270423;41,51886255;91,75156045;19;6811
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-12-03;2021-12-19;2024-01-08;2024-02-07;2024-02-22;25732;BR;Tropical;1;140,7513996;41,7935196;98,95788;25;12523
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-14;2021-12-27;2023-02-20;2023-03-03;2023-03-28;20624;BR;Tropical;1;300,4084744;25,08124291;275,3272315;14;17923
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-25;2021-11-26;2023-03-21;2023-03-23;2023-04-21;27792;BR;Tropical;1;137,7717946;48,82543679;88,94635784;16;21134
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2022-05-12;2022-07-27;2023-09-20;2023-10-24;2023-11-28;7493;CL;Temperate;1;366,4377456;47,94939345;318,4883521;14;6512
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-08-27;2021-08-24;2023-10-13;2023-10-21;2023-11-28;29240;BR;Tropical;1;348,6000121;54,87386368;293,7261484;26;13683
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-11-07;2022-12-01;2023-03-01;2023-03-25;2023-04-21;3146;BR;Tropical;1;332,5796025;56,25316596;276,3264365;3;12759
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;JLI;2022-04-12;2022-04-04;2023-03-30;2023-05-31;2023-06-25;31000;BR;Tropical;1;307,1370672;25,32138037;281,8156868;12;31431
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2021-09-10;2021-10-30;2023-09-20;2023-09-25;2023-10-26;47932;CO;Tropical;1;433,0636375;29,6363598;403,4272777;23;25355
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-11-07;2023-05-31;2023-09-28;2023-10-19;2023-11-28;7494;BR;Tropical;1;326,0838343;39,39399147;286,6898428;4;22794
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2022-04-11;2022-04-30;2023-09-22;2023-10-25;2023-11-28;45352;BR;Tropical;1;337,2114486;38,41543242;298,7960162;17;32458
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-08-29;2022-12-08;2023-11-03;2023-11-07;2023-11-28;20870;BR;Tropical;1;347,8917217;53,51320062;294,3785211;11;23083
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-04-18;2022-07-06;2023-02-01;2023-02-04;2023-02-24;12093;BR;Tropical;1;326,139731;57,58192791;268,5578031;7;21019
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;FL4;2021-12-08;2022-01-15;2023-04-10;2023-04-13;2023-04-21;14289;CO;Tropical;1;376,3258518;32,18061333;344,1452385;15;11590
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-05-02;2022-05-25;2023-06-19;2023-06-21;2023-07-27;15276;BR;Tropical;1;339,5879492;48,45265239;291,1352968;13;14297
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;JLI;2022-11-16;2023-03-31;2023-10-27;2023-10-27;2023-11-28;8654;BR;Tropical;1;333,4370066;33,42012146;300,0168851;7;15041
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-08-04;2022-07-29;2023-11-21;2023-11-25;2023-12-14;20093;BR;Tropical;1;325,1891517;32,59067617;292,5984756;16;15279
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-09;2021-11-17;2023-12-07;2023-12-11;2024-01-25;21606;BR;Tropical;1;131,512248;42,4224108;89,0898372;25;10515
Make D;Site RO;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2023-01-27;2023-10-05;2023-12-04;2023-12-19;2024-01-25;1589;CO;Tropical;1;777,9199176;22,149918;755,7699996;2;9666
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2022-01-21;2022-03-12;2024-01-31;2024-02-07;2024-02-22;25222;BR;Tropical;1;341,9040996;35,467614;306,4364856;23;13342
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-12-12;2023-01-14;2023-03-15;2023-05-04;2023-05-30;3579;BR;Tropical;1;187,491914;98,08889525;89,40301873;2;21772
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-11-12;2021-11-27;2023-09-18;2023-09-28;2023-10-26;43697;BR;Tropical;1;344,0334031;55,27460691;288,7587962;22;24166
Make D;Site RO;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-12-16;2023-05-06;2023-10-03;2023-11-17;2023-12-14;6958;BR;Tropical;1;144,071851;49,88787233;94,18397866;5;16931
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;FL4;2022-12-06;2023-01-18;2023-02-17;2023-03-03;2023-03-28;299;CO;Tropical;1;344,4422596;18,23752724;326,2047324;1;3638
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-01-24;2022-02-04;2023-10-27;2023-10-27;2023-11-28;22404;BR;Tropical;1;316,1957281;23,44813876;292,7475893;21;12980
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-16;2021-11-11;2023-12-01;2023-12-18;2024-01-25;27053;BR;Tropical;1;110,6940996;14,150052;96,5440476;25;13166
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2022-02-15;2022-02-18;2023-07-13;2023-07-17;2023-08-24;63022;BR;Tropical;1;156,3923754;60,90365135;95,48872406;17;45104
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-01-21;2022-01-28;2023-08-21;2023-08-24;2023-09-27;20272;BR;Tropical;1;117,3898076;20,53110083;96,85870673;19;12981
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-01-25;2022-01-25;2023-04-20;2023-04-28;2023-05-30;18790;BR;Tropical;1;122,254644;34,54779427;87,70684971;15;15241
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-12-18;2022-01-04;2023-04-29;2023-05-26;2023-06-25;20451;BR;Tropical;1;336,6615916;53,95122229;282,7103694;16;15551
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2022-01-20;2022-01-11;2023-10-03;2023-11-07;2023-11-28;26574;BR;Tropical;1;141,3505249;40,86648985;100,484035;21;15396
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-04-29;2022-04-23;2023-02-17;2023-02-27;2023-03-28;30368;BR;Tropical;1;331,8969952;57,59121382;274,3057814;10;36948
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-08-23;2021-08-21;2023-03-14;2023-04-11;2023-04-21;33465;BR;Tropical;1;312,0950997;43,47598065;268,619119;19;21429
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-18;2021-11-20;2023-06-13;2023-06-23;2023-07-27;36359;BR;Tropical;1;128,0048434;41,52818216;86,47666119;19;23283
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-10-03;2022-10-06;2023-11-30;2023-12-05;2023-12-14;47268;BR;Tropical;1;334,4901225;38,69502072;295,7951018;14;41078
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-11-17;2021-10-31;2023-02-23;2023-02-24;2023-03-28;18836;BR;Tropical;1;132,1942148;45,75167857;86,44253619;16;14323
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-09;2022-03-22;2023-05-16;2023-05-30;2023-06-25;16882;BR;Tropical;1;110,8474413;18,18255911;92,66488223;14;14671
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-14;2021-12-29;2023-07-22;2023-07-27;2023-08-24;25014;BR;Tropical;1;349,5599319;46,68192649;302,8780054;19;16018
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;KL4;2021-10-27;2021-10-22;2023-02-14;2023-02-24;2023-03-28;28359;BR;Tropical;1;337,9328367;21,85903214;316,0738046;16;21565
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-03-25;2022-03-21;2023-03-16;2023-03-17;2023-03-28;10567;BR;Tropical;1;348,8809246;79,32952913;269,5513955;12;10714
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2021-09-02;2021-09-08;2023-06-30;2023-06-30;2023-07-27;19852;BR;Tropical;1;329,1033879;39,03984629;290,0635416;22;10979
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-04-27;2022-09-09;2023-09-04;2023-09-14;2023-09-27;15026;BR;Tropical;1;139,8034696;50,40977049;89,39369912;12;15235
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-10-05;2021-10-20;2023-10-10;2023-11-07;2023-11-28;17901;BR;Tropical;1;119,2723688;27,06414744;92,20822134;24;9075
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2021-03-04;2021-04-30;2023-05-20;2023-06-14;2023-06-25;35499;MX;Dry;1;903,3963954;148,8528109;754,5435844;25;17276
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-12-16;2021-12-29;2023-09-20;2023-09-22;2023-10-26;22020;BR;Tropical;1;334,3130499;39,67357977;294,6394701;21;12758
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-11-09;2021-10-29;2023-10-19;2023-11-08;2023-11-28;23344;BR;Tropical;1;325,1891517;32,59067617;292,5984756;24;11834
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-03-25;2021-03-20;2023-12-05;2023-12-18;2024-01-25;26789;BR;Tropical;1;140,2242408;51,1344036;89,0898372;33;9877
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-09;2021-12-29;2023-06-22;2023-06-23;2023-07-27;12922;BR;Tropical;1;314,3970434;46,46757546;267,9294679;18;8734
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2022-01-06;2022-01-06;2023-12-27;2024-01-03;2024-01-25;19737;BR;Tropical;1;333,3863232;39,4259292;293,960394;24;10006
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2021-10-28;2021-10-24;2023-03-18;2023-03-27;2023-04-21;73721;BR;Tropical;1;322,7660531;52,23641405;270,5296391;17;52761
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-11-29;2021-11-30;2023-04-24;2023-04-29;2023-05-30;18295;BR;Tropical;1;94,73383565;12,04093612;82,69289953;17;13093
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;JLI;2023-01-19;2023-01-23;2023-05-23;2023-06-02;2023-06-25;8640;BR;Tropical;1;338,3670803;45,46105758;292,9060227;4;26280
Make D;Site RO;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2023-01-18;2023-01-25;2023-07-24;2023-08-23;2023-09-27;17039;BR;Tropical;1;148,0420049;51,49084525;96,5511596;6;34551
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2022-02-17;2022-03-29;2023-06-22;2023-06-30;2023-07-27;115478;BR;Tropical;1;339,3642785;54,37992435;284,9843542;15;93665
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-06-10;2022-07-21;2023-11-13;2023-11-28;2023-12-14;30611;BR;Tropical;1;105,6750578;11,49107913;94,18397866;16;23277
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-12;2021-11-05;2023-02-28;2023-03-07;2023-03-28;23644;BR;Tropical;1;103,9371906;15,31246559;88,62472504;16;17979
Make D;Site RO;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-11-24;2023-01-24;2023-06-23;2023-06-27;2023-07-27;8076;BR;Tropical;1;123,9228542;30,20485601;93,71799816;5;19652
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-11-17;2022-12-14;2023-07-12;2023-07-26;2023-08-24;9799;BR;Tropical;1;132,8417209;28,22909869;104,6126223;7;17032
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-08-04;2022-09-19;2023-08-15;2023-08-24;2023-09-27;9970;BR;Tropical;1;318,0223716;34,38004129;283,6423304;11;11027
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-03-22;2022-12-02;2023-09-28;2023-09-28;2023-10-26;65444;BR;Tropical;1;317,2674832;23,61589174;293,6515915;10;79624
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-11-16;2021-12-01;2023-09-22;2023-10-04;2023-10-26;20300;BR;Tropical;1;346,4937802;45,88044003;300,6133402;22;11227
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-01-17;2022-01-09;2023-10-31;2023-11-03;2023-11-28;14242;BR;Tropical;1;150,595578;58,38735665;92,20822134;22;7876
Make D;Site SC;MD MB;Alternators NRG NRG12;78875549;Original;KL4;2023-03-01;2023-02-20;2023-11-17;2023-11-21;2023-12-14;33410;BR;Tropical;1;135,0504685;40,86648985;94,18397866;9;45165
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2022-01-04;2022-01-12;2023-02-06;2023-02-24;2023-03-28;35838;BR;Tropical;1;141,6194134;45,75167857;95,86773484;13;33541
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-14;2021-12-25;2023-03-20;2023-03-23;2023-04-21;26102;BR;Tropical;1;327,6774876;52,36688859;275,310599;15;21172
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-07-01;2022-07-14;2023-04-10;2023-04-25;2023-05-30;35758;BR;Tropical;1;310,3896111;37,82829699;272,5613141;9;48340
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2022-06-29;2022-08-07;2023-08-02;2023-08-25;2023-09-27;34656;BR;Tropical;1;150,4371446;51,49084525;98,94629937;12;35137
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;KL4;2021-02-23;2021-02-10;2023-08-29;2023-08-30;2023-09-27;50328;BR;Tropical;1;394,2008638;40,01840534;354,1824584;31;19752
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2022-12-19;2022-12-05;2024-01-29;2024-02-09;2024-02-22;10084;BR;Tropical;1;355,6749672;54,7320312;300,942936;14;8763
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-07-18;2022-08-09;2023-07-05;2023-07-05;2023-07-27;25215;BR;Tropical;1;131,7792854;35,9736946;95,8055908;11;27889
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2021-02-06;2021-04-04;2023-09-21;2023-10-17;2023-11-28;26699;CL;Temperate;1;366,4377456;47,94939345;318,4883521;30;10828
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-05-10;2022-05-14;2023-02-08;2023-02-08;2023-02-24;11241;BR;Tropical;1;323,3911017;49,08532026;274,3057814;9;15196
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2021-05-10;2021-08-07;2023-03-30;2023-03-31;2023-04-21;26166;BR;Tropical;1;182,0213029;95,22777498;86,79352793;20;15918
Make D;Site SC;MD MB;Alternators NRG NRG12;16342626;Original;HL4;2023-03-29;2023-06-03;2023-07-03;2023-09-13;2023-09-27;597;CL;Temperate;1;378,7675896;49,56168598;329,2059036;1;7264
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2023-03-10;2023-03-06;2023-11-01;2023-11-08;2023-11-28;16792;BR;Tropical;1;152,2637882;58,38735665;93,87643153;8;25538
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;GL4;2021-04-14;2021-04-15;2023-11-01;2023-11-11;2023-11-28;39800;BR;Tropical;1;381,6287099;45,73132627;335,8973836;31;15620
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-08-25;2022-09-03;2023-03-02;2023-03-02;2023-03-28;9532;BR;Tropical;1;364,4348239;94,88342838;269,5513955;6;19329
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;GL4;2021-05-06;2021-08-20;2023-03-13;2023-04-01;2023-04-21;15337;BR;Tropical;1;330,8647942;21,35122651;309,5135677;19;9821
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;KL4;2021-11-03;2021-11-11;2023-04-05;2023-05-03;2023-05-30;21823;BR;Tropical;1;369,820764;45,09759279;324,7231712;17;15618
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-01-21;2022-02-26;2023-03-23;2023-04-05;2023-04-21;18740;BR;Tropical;1;306,6897259;32,32040748;274,3693184;13;17539
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-05-05;2022-05-03;2023-06-27;2023-06-28;2023-07-27;10710;BR;Tropical;1;335,5245992;45,46105758;290,0635416;14;9308
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;JLI;2022-05-18;2022-06-02;2023-06-27;2023-07-10;2023-07-27;40453;BR;Tropical;1;139,9339442;43,72761012;96,20633403;13;37860
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;JLI;2023-04-05;2023-04-30;2023-10-27;2023-10-31;2023-11-28;32435;BR;Tropical;1;339,4108766;39,39399147;300,0168851;6;65771
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-26;2021-12-02;2023-11-22;2023-11-24;2023-12-14;25564;BR;Tropical;1;136,0942648;41,91028617;94,18397866;24;12960
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;FL4;2021-12-07;2022-02-10;2023-03-07;2023-03-14;2023-03-28;12188;CO;Tropical;1;375,3179104;34,05143197;341,2664784;13;11407
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-11-17;2021-11-19;2023-03-14;2023-03-16;2023-03-28;24000;BR;Tropical;1;306,8621819;32,42639772;274,4357841;16;18250
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-11-23;2021-12-06;2023-03-01;2023-03-23;2023-04-21;35523;BR;Tropical;1;274,3693184;19,39410841;254,97521;15;28813
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-12-16;2021-12-31;2023-08-23;2023-08-31;2023-09-27;15596;BR;Tropical;1;130,1856321;37,51143025;92,67420184;20;9488
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-11-11;2021-12-14;2023-09-05;2023-09-22;2023-10-26;15142;BR;Tropical;1;328,432376;39,67357977;288,7587962;21;8773
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2022-01-12;2022-03-04;2023-04-28;2023-05-22;2023-06-25;11480;BR;Tropical;1;139,9246245;49,2075408;90,71708374;14;9977
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2021-11-25;2021-12-10;2023-10-31;2023-11-22;2023-12-14;29261;BR;Tropical;1;331,013908;38,41543242;292,5984756;23;15479
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-06;2021-12-22;2023-12-12;2023-12-28;2024-01-25;23867;BR;Tropical;1;331,9343244;38,3993568;293,5349676;24;12099
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-03-31;2021-03-27;2023-02-15;2023-02-17;2023-03-28;15000;BR;Tropical;1;141,554412;53,54255706;88,01185498;23;7935
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2021-08-19;2021-09-02;2023-08-23;2023-08-23;2023-09-27;26401;BR;Tropical;1;363,8375744;56,44887777;307,3886966;24;13384
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2023-06-06;2023-06-12;2024-01-08;2024-01-11;2024-02-22;7467;BR;Tropical;1;348,9698772;46,9263816;302,0434956;7;12978
Make D;Site SC;MD MB;Alternators NRG NRG12;16342626;Original;KL4;2023-02-24;2023-02-15;2024-01-11;2024-01-16;2024-02-22;5589;BR;Tropical;1;347,4531396;38,935764;308,5173756;11;6182
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-05-24;2022-05-20;2023-03-16;2023-03-27;2023-04-21;12560;BR;Tropical;1;336,3447249;81,36951491;254,97521;10;15281
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;GL4;2021-11-29;2022-01-08;2023-05-03;2023-05-05;2023-05-30;18305;BR;Tropical;1;379,7554683;53,95122229;325,804246;16;13919
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-30;2021-11-16;2023-05-10;2023-06-09;2023-06-25;38680;BR;Tropical;1;123,736462;31,80782893;91,92863304;18;26145
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;KL4;2021-11-03;2021-11-09;2023-08-31;2023-09-21;2023-09-27;54290;BR;Tropical;1;373,1478648;33,65311171;339,4947531;22;30024
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-07-01;2022-07-03;2023-09-26;2023-09-28;2023-10-26;70111;BR;Tropical;1;340,8460965;46,20662638;294,6394701;15;56868
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-04-28;2022-08-26;2023-10-20;2023-10-31;2023-11-28;50200;BR;Tropical;1;333,0735418;39,39399147;293,6795503;14;43626
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2021-11-18;2021-12-05;2023-11-25;2023-12-05;2023-12-14;30008;BR;Tropical;1;146,2246809;42,2178333;104,0068476;24;15212
Make D;Site SC;MD MB;Alternators NRG NRG12;78875549;Original;KL4;2023-02-23;2023-02-15;2024-01-11;2024-01-13;2024-02-22;14093;BR;Tropical;1;110,7773352;11,79171;98,9856252;11;15588
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-08-26;2021-08-28;2024-01-15;2024-01-24;2024-02-22;51013;BR;Tropical;1;335,4764616;27,9671616;307,5093;29;21402
Make D;Site RO;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-11-29;2022-12-03;2023-03-03;2023-03-28;2023-04-21;122;BR;Tropical;1;319,5601073;48,48993083;271,0701765;3;495
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-12-18;2021-12-20;2023-03-15;2023-03-30;2023-04-21;19723;BR;Tropical;1;321,0792037;44,75276722;276,3264365;15;15998
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-01-17;2022-01-16;2023-05-11;2023-05-11;2023-05-30;39220;BR;Tropical;1;122,1428087;27,27849847;94,86431019;16;29824
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-11-12;2021-11-22;2023-12-12;2023-12-29;2024-01-25;142145;BR;Tropical;1;217,8830556;51,1344036;166,748652;25;69177
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;KL4;2021-05-20;2021-09-14;2023-02-06;2023-02-08;2023-02-24;8186;BR;Tropical;1;367,8984683;76,24660701;291,6518613;17;5859
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;FL4;2021-11-05;2022-01-11;2023-08-04;2023-08-28;2023-09-27;6217;CO;Tropical;1;433,8558043;30,42852665;403,4272777;19;3981
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2023-02-24;2023-03-01;2023-10-27;2023-10-27;2023-11-28;10121;BR;Tropical;1;145,6841435;51,14601968;94,53812384;8;15392
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;JLI;2022-08-23;2022-08-19;2023-06-15;2023-06-28;2023-07-27;17495;BR;Tropical;1;121,6488693;30,20485601;91,44401332;10;21286
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-05-10;2022-06-12;2023-07-07;2023-07-26;2023-08-24;9462;BR;Tropical;1;340,0259709;36,02029265;304,0056782;13;8855
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2021-10-25;2021-11-03;2023-10-24;2023-10-30;2023-11-28;29699;BR;Tropical;1;331,1630217;37,43687337;293,7261484;24;15056
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;JLI;2023-03-30;2023-06-07;2023-12-04;2023-12-15;2024-01-25;2021;BR;Tropical;1;132,991992;36,4479444;96,5440476;6;4098
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-03-29;2021-03-18;2023-02-06;2023-03-01;2023-03-28;19234;BR;Tropical;1;317,4202615;42,09303003;275,3272315;23;10175
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2022-08-23;2022-08-20;2024-01-12;2024-01-26;2024-02-22;26097;BR;Tropical;1;134,1110484;42,4779012;91,6331472;17;18677
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-07-25;2022-07-23;2023-04-19;2023-04-27;2023-05-30;13126;BR;Tropical;1;99,0674543;9,45008454;89,61736976;9;17744
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;GL4;2021-05-11;2021-09-30;2023-03-24;2023-05-03;2023-05-30;19500;BR;Tropical;1;372,570049;37,76305972;334,8069893;18;13181
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2022-05-31;2022-05-12;2023-07-06;2023-07-25;2023-08-24;11050;BR;Tropical;1;138,6291988;42,63721575;95,991983;14;9603
Make D;Site RO;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2023-03-14;2023-05-27;2023-11-23;2023-11-28;2023-12-14;19590;BR;Tropical;1;319,8490152;27,25053964;292,5984756;6;39724
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-01-03;2022-01-16;2023-04-11;2023-04-25;2023-05-30;16264;BR;Tropical;1;286,9321527;30,71743456;256,2147181;15;13192
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-11-18;2021-11-16;2023-12-06;2023-12-14;2024-01-25;36674;BR;Tropical;1;348,4612152;54,8615088;293,5997064;25;17848
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-11-03;2021-11-20;2023-04-14;2023-04-20;2023-05-30;20806;BR;Tropical;1;324,5740575;52,01274341;272,5613141;17;14891
